Codigo,Sitio,Replica,Fecha instalación,Fecha cierre,Días muestreo,Fecha registro,Hora registro,Temperatura,Presión atm,N. IND,Clase,Familia,Especie,Gremio,Instaladores de cámara,Observaciones,Num. Video,X,Y,ALTITUD,distance
M1C7,Mina,M1,13/07/2019,16/08/2019,34,43691,1899-12-31 08:13:26,_,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,783453.4,9603874.7,1316.3,275.7813199
M1C7,Mina,M1,13/07/2019,16/08/2019,34,43691,1899-12-31 08:14:48,_,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,783453.4,9603874.7,1316.3,275.7813199
M1C7,Mina,M1,13/07/2019,16/08/2019,34,43691,1899-12-31 08:15:35,_,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,783453.4,9603874.7,1316.3,275.7813199
M1C7,Mina,M1,13/07/2019,16/08/2019,34,43691,1899-12-31 21:35:45,_,_,1,RODENTIA,Cuniculidae,Cuniculus paca,Frugívoro,"Rodrigo C, DiegoG",NA,NA,783453.4,9603874.7,1316.3,275.7813199
M1C7,Mina,M1,13/07/2019,16/08/2019,34,43693,1899-12-31 11:34:21,_,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,783453.4,9603874.7,1316.3,275.7813199
M1C7,Mina,M1,13/07/2019,16/08/2019,34,43687,1899-12-31 07:54:19,_,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,783453.4,9603874.7,1316.3,275.7813199
M1C7,Mina,M1,13/07/2019,16/08/2019,34,43687,1899-12-31 11:00:01,_,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,783453.4,9603874.7,1316.3,275.7813199
M1C7,Mina,M1,13/07/2019,16/08/2019,34,43687,1899-12-31 11:04:03,_,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,783453.4,9603874.7,1316.3,275.7813199
M1C7,Mina,M1,13/07/2019,16/08/2019,34,43687,1899-12-31 11:54:13,_,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,783453.4,9603874.7,1316.3,275.7813199
M1C7,Mina,M1,13/07/2019,16/08/2019,34,43688,1899-12-31 06:17:44,_,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,783453.4,9603874.7,1316.3,275.7813199
M1C7,Mina,M1,13/07/2019,16/08/2019,34,43688,1899-12-31 17:31:00,_,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,783453.4,9603874.7,1316.3,275.7813199
M1C7,Mina,M1,13/07/2019,16/08/2019,34,43685,1899-12-31 07:16:26,_,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,783453.4,9603874.7,1316.3,275.7813199
M1C7,Mina,M1,13/07/2019,16/08/2019,34,43686,1899-12-31 08:48:17,_,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,783453.4,9603874.7,1316.3,275.7813199
M1C7,Mina,M1,13/07/2019,16/08/2019,34,43686,1899-12-31 12:09:46,_,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,783453.4,9603874.7,1316.3,275.7813199
M1C7,Mina,M1,13/07/2019,16/08/2019,34,43686,1899-12-31 15:44:58,_,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,783453.4,9603874.7,1316.3,275.7813199
M1C7,Mina,M1,13/07/2019,16/08/2019,34,43686,1899-12-31 16:10:42,_,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,783453.4,9603874.7,1316.3,275.7813199
M1C7,Mina,M1,13/07/2019,16/08/2019,34,43686,1899-12-31 16:13:57,_,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,783453.4,9603874.7,1316.3,275.7813199
M1C7,Mina,M1,13/07/2019,16/08/2019,34,43687,1899-12-31 07:43:35,_,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,783453.4,9603874.7,1316.3,275.7813199
M1C7,Mina,M1,13/07/2019,16/08/2019,34,43689,1899-12-31 08:24:43,_,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,783453.4,9603874.7,1316.3,275.7813199
M1C7,Mina,M1,13/07/2019,16/08/2019,34,43689,1899-12-31 08:22:17,_,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,783453.4,9603874.7,1316.3,275.7813199
M2C1,Mina,M2,07/05/2019,06/06/2019,30,43633,1899-12-31 19:44:36,_,_,1,DIDELPHIMORPHIA,Didelphidae,Didelphis pernigra,Omnívoro,"Rodrigo C, DiegoG",NA,NA,785559.9,9603104.7,1518.63,-6.210296926
M2C1,Mina,M2,07/05/2019,06/06/2019,30,43632,1899-12-31 20:23:39,_,_,1,RODENTIA,Cricetidae,Ratón 1,Frugívoro,"Rodrigo C, DiegoG",NA,NA,785559.9,9603104.7,1518.63,-6.210296926
M2C1,Mina,M2,07/05/2019,06/06/2019,30,43633,1899-12-31 19:44:14,_,_,1,DIDELPHIMORPHIA,Didelphidae,Didelphis pernigra,Omnívoro,"Rodrigo C, DiegoG",NA,NA,785559.9,9603104.7,1518.63,-6.210296926
M2C1,Mina,M2,07/05/2019,06/06/2019,30,43634,1899-12-31 00:35:48,_,_,1,DIDELPHIMORPHIA,Didelphidae,Didelphis pernigra,Omnívoro,"Rodrigo C, DiegoG",NA,NA,785559.9,9603104.7,1518.63,-6.210296926
M2C1,Mina,M2,07/05/2019,06/06/2019,30,43634,1899-12-31 00:22:47,_,_,1,DIDELPHIMORPHIA,Didelphidae,Didelphis pernigra,Omnívoro,"Rodrigo C, DiegoG",NA,NA,785559.9,9603104.7,1518.63,-6.210296926
M2C1,Mina,M2,07/05/2019,06/06/2019,30,43634,1899-12-31 00:23:21,_,_,1,DIDELPHIMORPHIA,Didelphidae,Didelphis pernigra,Omnívoro,"Rodrigo C, DiegoG",NA,NA,785559.9,9603104.7,1518.63,-6.210296926
M2C1,Mina,M2,07/05/2019,06/06/2019,30,43634,1899-12-31 00:23:40,_,_,1,DIDELPHIMORPHIA,Didelphidae,Didelphis pernigra,Omnívoro,"Rodrigo C, DiegoG",NA,NA,785559.9,9603104.7,1518.63,-6.210296926
M2C2,Mina,M2,07/05/2019,06/06/2019,30,43602,1899-12-31 19:57:00,_,_,1,DIDELPHIMORPHIA,Didelphidae,Didelphis pernigra,Omnívoro,"Rodrigo C, DiegoG",NA,NA,785508.8,9603211.4,1498.98,-31.80948439
M2C3,Mina,M2,07/05/2019,06/06/2019,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,785451.9,9603090.97,1562,10.82894405
M2C4,Mina,M2,07/05/2019,06/06/2019,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,785472.33,9603044.12,1571,61.6833894
M2C5,Mina,M2,07/05/2019,06/06/2019,30,43592,1899-12-31 20:05:46,_,_,1,RODENTIA,Cricetidae,rata 1,Frugívoro,"Rodrigo C, DiegoG",NA,NA,785489.37,9602895.83,1598,208.4574631
M2C5,Mina,M2,07/05/2019,06/06/2019,30,43594,1899-12-31 05:10:11,_,_,1,RODENTIA,Cricetidae,rata 1,Frugívoro,"Rodrigo C, DiegoG",NA,NA,785489.37,9602895.83,1598,208.4574631
M2C6,Mina,M2,07/05/2019,06/06/2019,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,785536.82,9602848.53,1626,253.3018788
M2C7,Mina,M2,07/05/2019,06/06/2019,30,43608,1899-12-31 19:43:17,10,_,1,RODENTIA,Cricetidae,rata 1,Frugívoro,"Rodrigo C, DiegoG",NA,NA,785559.8,9602640.05,1688,396.8396768
M2C7,Mina,M2,07/05/2019,06/06/2019,30,43614,1899-12-31 23:26:50,10,_,1,RODENTIA,Cricetidae,Ratón 1,Frugívoro,"Rodrigo C, DiegoG",NA,NA,785559.8,9602640.05,1688,396.8396768
M2C7,Mina,M2,07/05/2019,06/06/2019,30,43618,1899-12-31 04:18:21,10,_,1,RODENTIA,Cricetidae,rata 1,Frugívoro,"Rodrigo C, DiegoG",NA,NA,785559.8,9602640.05,1688,396.8396768
M2C8,Mina,M2,07/05/2019,06/06/2019,30,43602,1899-12-31 19:59:50,10,_,1,RODENTIA,Cricetidae,rata 1,Frugívoro,"Rodrigo C, DiegoG",NA,NA,785566.51,9602613.6,1693,415.2691357
M2C8,Mina,M2,07/05/2019,06/06/2019,30,43618,1899-12-31 07:43:12,10,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,785566.51,9602613.6,1693,415.2691357
M2C8,Mina,M2,07/05/2019,06/06/2019,30,43618,1899-12-31 07:43:24,10,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,785566.51,9602613.6,1693,415.2691357
M2C8,Mina,M2,07/05/2019,06/06/2019,30,43619,1899-12-31 15:41:07,10,_,1,CARNIVORA,Mustelidae,Eira barbara,Omnívoro,"Rodrigo C, DiegoG",amingo,NA,785566.51,9602613.6,1693,415.2691357
R1C1,Relavera,R1,07/05/2019,06/06/2019,30,43598,1899-12-31 02:31:00,18,_,1,RODENTIA,Cuniculidae,Cuniculus paca,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782529.8,9601046.4,1094.3,-8.411632278
R1C1,Relavera,R1,07/05/2019,06/06/2019,30,43602,1899-12-31 04:58:00,17,_,1,RODENTIA,Cuniculidae,Cuniculus paca,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782529.8,9601046.4,1094.3,-8.411632278
R1C1,Relavera,R1,07/05/2019,06/06/2019,30,43596,1899-12-31 11:14:00,18,_,1,CARNIVORA,Mustelidae,Eira barbara,Omnívoro,"Rodrigo C, DiegoG",NA,NA,782529.8,9601046.4,1094.3,-8.411632278
R1C1,Relavera,R1,07/05/2019,06/06/2019,30,43597,1899-12-31 04:39:00,22,_,1,CARNIVORA,Mustelidae,Eira barbara,Omnívoro,"Rodrigo C, DiegoG",NA,NA,782529.8,9601046.4,1094.3,-8.411632278
R1C1,Relavera,R1,07/05/2019,06/06/2019,30,43603,1899-12-31 10:42:00,19,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782529.8,9601046.4,1094.3,-8.411632278
R1C1,Relavera,R1,07/05/2019,06/06/2019,30,43605,1899-12-31 09:19:00,19,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782529.8,9601046.4,1094.3,-8.411632278
R1C1,Relavera,R1,07/05/2019,06/06/2019,30,43602,1899-12-31 16:10:00,19,_,1,CARNIVORA,Mustelidae,Eira barbara,Omnívoro,"Rodrigo C, DiegoG",NA,NA,782529.8,9601046.4,1094.3,-8.411632278
R1C1,Relavera,R1,07/05/2019,06/06/2019,30,43603,1899-12-31 04:46:00,17,_,1,RODENTIA,Cuniculidae,Cuniculus paca,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782529.8,9601046.4,1094.3,-8.411632278
R1C1,Relavera,R1,07/05/2019,06/06/2019,30,43594,1899-12-31 23:44:00,18,_,1,RODENTIA,Cuniculidae,Cuniculus paca,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782529.8,9601046.4,1094.3,-8.411632278
R1C1,Relavera,R1,07/05/2019,06/06/2019,30,43596,1899-12-31 01:36:00,18,_,1,RODENTIA,Cuniculidae,Cuniculus paca,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782529.8,9601046.4,1094.3,-8.411632278
R1C1,Relavera,R1,07/05/2019,06/06/2019,30,43605,1899-12-31 09:22:00,19,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782529.8,9601046.4,1094.3,-8.411632278
R1C1,Relavera,R1,07/05/2019,06/06/2019,30,43606,1899-12-31 07:03:00,18,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782529.8,9601046.4,1094.3,-8.411632278
R1C1,Relavera,R1,07/05/2019,06/06/2019,30,43606,1899-12-31 10:28:00,19,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782529.8,9601046.4,1094.3,-8.411632278
R1C1,Relavera,R1,07/05/2019,06/06/2019,30,43607,1899-12-31 12:33:00,17,_,1,RODENTIA,Cuniculidae,Cuniculus paca,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782529.8,9601046.4,1094.3,-8.411632278
R1C1,Relavera,R1,07/05/2019,06/06/2019,30,43608,1899-12-31 08:01:00,16,_,1,CARNIVORA,Mustelidae,Eira barbara,Omnívoro,"Rodrigo C, DiegoG",NA,NA,782529.8,9601046.4,1094.3,-8.411632278
R1C1,Relavera,R1,07/05/2019,06/06/2019,30,43608,1899-12-31 05:14:00,18,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782529.8,9601046.4,1094.3,-8.411632278
R1C1,Relavera,R1,07/05/2019,06/06/2019,30,43612,1899-12-31 16:50:00,21,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782529.8,9601046.4,1094.3,-8.411632278
R1C1,Relavera,R1,07/05/2019,06/06/2019,30,43613,1899-12-31 09:23:00,19,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782529.8,9601046.4,1094.3,-8.411632278
R1C1,Relavera,R1,07/05/2019,06/06/2019,30,43605,1899-12-31 10:58:00,19,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782529.8,9601046.4,1094.3,-8.411632278
R1C1,Relavera,R1,07/05/2019,06/06/2019,30,43596,1899-12-31 02:15:00,18,_,1,RODENTIA,Cuniculidae,Cuniculus paca,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782529.8,9601046.4,1094.3,-8.411632278
R1C1,Relavera,R1,07/05/2019,06/06/2019,30,43606,1899-12-31 07:02:00,18,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782529.8,9601046.4,1094.3,-8.411632278
R1C1,Relavera,R1,07/05/2019,06/06/2019,30,43605,1899-12-31 09:20:00,20,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782529.8,9601046.4,1094.3,-8.411632278
R1C2,Relavera,R1,07/06/2019,11/07/2019,34,43656,1899-12-31 03:47:00,11,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782578.6,9601035.2,1126.3,-8.058185108
R1C2,Relavera,R1,07/06/2019,11/07/2019,34,43656,1899-12-31 04:05:00,11,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782578.6,9601035.2,1126.3,-8.058185108
R1C2,Relavera,R1,07/06/2019,11/07/2019,34,43656,1899-12-31 12:56:00,18,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782578.6,9601035.2,1126.3,-8.058185108
R1C2,Relavera,R1,07/06/2019,11/07/2019,34,43649,1899-12-31 23:13:00,15,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782578.6,9601035.2,1126.3,-8.058185108
R1C2,Relavera,R1,07/06/2019,11/07/2019,34,43649,1899-12-31 23:16:00,16,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782578.6,9601035.2,1126.3,-8.058185108
R1C2,Relavera,R1,07/06/2019,11/07/2019,34,43650,1899-12-31 16:10:00,15,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782578.6,9601035.2,1126.3,-8.058185108
R1C2,Relavera,R1,07/06/2019,11/07/2019,34,43653,1899-12-31 17:40:00,14,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782578.6,9601035.2,1126.3,-8.058185108
R1C2,Relavera,R1,07/06/2019,11/07/2019,34,43654,1899-12-31 15:36:00,14,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782578.6,9601035.2,1126.3,-8.058185108
R1C2,Relavera,R1,07/06/2019,11/07/2019,34,43654,1899-12-31 16:04:00,14,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782578.6,9601035.2,1126.3,-8.058185108
R1C2,Relavera,R1,07/06/2019,11/07/2019,34,43625,1899-12-31 08:14:00,14,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782578.6,9601035.2,1126.3,-8.058185108
R1C2,Relavera,R1,07/06/2019,11/07/2019,34,43629,1899-12-31 11:40:00,19,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782578.6,9601035.2,1126.3,-8.058185108
R1C2,Relavera,R1,07/06/2019,11/07/2019,34,43631,1899-12-31 05:13:00,13,_,1,RODENTIA,Cuniculidae,Cuniculus paca,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782578.6,9601035.2,1126.3,-8.058185108
R1C2,Relavera,R1,07/06/2019,11/07/2019,34,43656,1899-12-31 13:11:00,18,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782578.6,9601035.2,1126.3,-8.058185108
R1C2,Relavera,R1,07/06/2019,11/07/2019,34,43657,1899-12-31 12:14:00,22,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782578.6,9601035.2,1126.3,-8.058185108
R1C2,Relavera,R1,07/06/2019,11/07/2019,34,43657,1899-12-31 13:20:00,22,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782578.6,9601035.2,1126.3,-8.058185108
R1C2,Relavera,R1,07/06/2019,11/07/2019,34,43646,1899-12-31 02:52:00,19,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782578.6,9601035.2,1126.3,-8.058185108
R1C2,Relavera,R1,07/06/2019,11/07/2019,34,43657,1899-12-31 13:24:00,23,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782578.6,9601035.2,1126.3,-8.058185108
R1C2,Relavera,R1,07/06/2019,11/07/2019,34,43637,1899-12-31 10:15:00,15,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782578.6,9601035.2,1126.3,-8.058185108
R1C2,Relavera,R1,07/06/2019,11/07/2019,34,43646,1899-12-31 02:34:00,18,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782578.6,9601035.2,1126.3,-8.058185108
R1C2,Relavera,R1,07/06/2019,11/07/2019,34,43646,1899-12-31 02:38:00,19,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782578.6,9601035.2,1126.3,-8.058185108
R1C2,Relavera,R1,07/06/2019,11/07/2019,34,43657,1899-12-31 13:21:00,23,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782578.6,9601035.2,1126.3,-8.058185108
R1C2,Relavera,R1,07/06/2019,11/07/2019,34,43646,1899-12-31 09:50:24,19,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782578.6,9601035.2,1126.3,-8.058185108
R1C3,Relavera,R1,07/06/2019,11/07/2019,34,43632,1899-12-31 15:03:00,20,_,1,CARNIVORA,Felidae,Herpailurus yagouaroundi,Carnívoro,"Rodrigo C, DiegoG",NA,NA,782656.2,9601118.1,1183.3,64.08328077
R1C3,Relavera,R1,07/06/2019,11/07/2019,34,43633,1899-12-31 08:43:00,18,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782656.2,9601118.1,1183.3,64.08328077
R1C3,Relavera,R1,07/06/2019,11/07/2019,34,43633,1899-12-31 21:19:00,18,_,1,DIDELPHIMORPHIA,Didelphidae,Metachirus nudicaudatus,Omnívoro,"Rodrigo C, DiegoG",NA,NA,782656.2,9601118.1,1183.3,64.08328077
R1C3,Relavera,R1,07/06/2019,11/07/2019,34,43625,1899-12-31 02:21:00,18,_,1,DIDELPHIMORPHIA,Didelphidae,Metachirus nudicaudatus,Omnívoro,"Rodrigo C, DiegoG",NA,NA,782656.2,9601118.1,1183.3,64.08328077
R1C3,Relavera,R1,07/06/2019,11/07/2019,34,43634,1899-12-31 07:16:00,18,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782656.2,9601118.1,1183.3,64.08328077
R1C3,Relavera,R1,07/06/2019,11/07/2019,34,43637,1899-12-31 22:56:00,17,_,1,CINGULATA,Dasypodidae,Dasypus novemcinctus,Omnívoro,"Rodrigo C, DiegoG",NA,NA,782656.2,9601118.1,1183.3,64.08328077
R1C3,Relavera,R1,07/06/2019,11/07/2019,34,43638,1899-12-31 19:26:00,17,_,1,DIDELPHIMORPHIA,Didelphidae,Metachirus nudicaudatus,Omnívoro,"Rodrigo C, DiegoG",NA,NA,782656.2,9601118.1,1183.3,64.08328077
R1C3,Relavera,R1,07/06/2019,11/07/2019,34,43634,1899-12-31 07:15:00,17,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782656.2,9601118.1,1183.3,64.08328077
R1C3,Relavera,R1,07/06/2019,11/07/2019,34,43649,1899-12-31 03:58:00,18,_,1,CINGULATA,Dasypodidae,Dasypus novemcinctus,Omnívoro,"Rodrigo C, DiegoG",NA,NA,782656.2,9601118.1,1183.3,64.08328077
R1C3,Relavera,R1,07/06/2019,11/07/2019,34,43649,1899-12-31 19:24:00,21,_,1,DIDELPHIMORPHIA,Didelphidae,Metachirus nudicaudatus,Omnívoro,"Rodrigo C, DiegoG",NA,NA,782656.2,9601118.1,1183.3,64.08328077
R1C3,Relavera,R1,07/06/2019,11/07/2019,34,43651,1899-12-31 03:55:00,17,_,1,RODENTIA,Cuniculidae,Cuniculus paca,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782656.2,9601118.1,1183.3,64.08328077
R1C3,Relavera,R1,07/06/2019,11/07/2019,34,43644,1899-12-31 15:52:00,20,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782656.2,9601118.1,1183.3,64.08328077
R1C3,Relavera,R1,07/06/2019,11/07/2019,34,43653,1899-12-31 12:05:00,18,_,1,RODENTIA,Cuniculidae,Cuniculus paca,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782656.2,9601118.1,1183.3,64.08328077
R1C3,Relavera,R1,07/06/2019,11/07/2019,34,43653,1899-12-31 07:10:00,17,_,1,DIDELPHIMORPHIA,Didelphidae,Metachirus nudicaudatus,Omnívoro,"Rodrigo C, DiegoG",NA,NA,782656.2,9601118.1,1183.3,64.08328077
R1C3,Relavera,R1,07/06/2019,11/07/2019,34,43654,1899-12-31 17:37:00,17,_,1,RODENTIA,Dasyproctidae,Dasyprocta fuliginosa,Frugívoro,"Rodrigo C, DiegoG",NA,NA,782656.2,9601118.1,1183.3,64.08328077
R1C3,Relavera,R1,07/06/2019,11/07/2019,34,43652,1899-12-31 01:38:00,18,_,1,CINGULATA,Dasypodidae,Dasypus novemcinctus,Omnívoro,"Rodrigo C, DiegoG",NA,NA,782656.2,9601118.1,1183.3,64.08328077
R1C3,Relavera,R1,07/06/2019,11/07/2019,34,43656,1899-12-31 21:24:00,18,_,1,DIDELPHIMORPHIA,Didelphidae,Metachirus nudicaudatus,Omnívoro,"Rodrigo C, DiegoG",NA,NA,782656.2,9601118.1,1183.3,64.08328077
R1C3,Relavera,R1,07/06/2019,11/07/2019,34,43641,1899-12-31 00:26:00,16,_,1,DIDELPHIMORPHIA,Didelphidae,Metachirus nudicaudatus,Omnívoro,"Rodrigo C, DiegoG",NA,NA,782656.2,9601118.1,1183.3,64.08328077
R1C3,Relavera,R1,07/06/2019,11/07/2019,34,43638,1899-12-31 23:04:00,16,_,1,DIDELPHIMORPHIA,Didelphidae,Metachirus nudicaudatus,Omnívoro,"Rodrigo C, DiegoG",NA,NA,782656.2,9601118.1,1183.3,64.08328077
R1C3,Relavera,R1,07/06/2019,11/07/2019,34,43655,1899-12-31 14:23:00,20,_,1,RODENTIA,Sciuridae,Hadrosciurus sp.,Frugívoro,"Rodrigo C, DiegoG",ardilla cola roja,NA,782656.2,9601118.1,1183.3,64.08328077
R1C3,Relavera,R1,07/06/2019,11/07/2019,34,43639,1899-12-31 16:16:00,18,_,1,CARNIVORA,Felidae,Herpailurus yagouaroundi,Carnívoro,"Rodrigo C, DiegoG",NA,NA,782656.2,9601118.1,1183.3,64.08328077
R1C4,Relavera,R1,07/06/2019,11/07/2019,34,43631,1899-12-31 04:51:00,16,_,1,DIDELPHIMORPHIA,Didelphidae,Metachirus nudicaudatus,Omnívoro,"Rodrigo C, DiegoG",NA,NA,782662.8,9601157.3,1191.3,66.81197728
R1C4,Relavera,R1,07/06/2019,11/07/2019,34,43635,1899-12-31 13:19:00,14,_,1,DIDELPHIMORPHIA,Didelphidae,Metachirus nudicaudatus,Omnívoro,"Rodrigo C, DiegoG",NA,NA,782662.8,9601157.3,1191.3,66.81197728
R1C4,Relavera,R1,07/06/2019,11/07/2019,34,43631,1899-12-31 05:52:00,16,_,1,DIDELPHIMORPHIA,Didelphidae,Metachirus nudicaudatus,Omnívoro,"Rodrigo C, DiegoG",NA,NA,782662.8,9601157.3,1191.3,66.81197728
